frontier_id,symbol,de,source,license,review
128049193,SyntheticFabrics,Chemiefasern,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049197,Polymers,Polymere,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049199,Semiconductors,Halbleiter,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049200,Superconductors,Supraleiter,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049202,HydrogenFuel,Wasserstoff-Treibstoff,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049203,MineralOil,Mineralöl,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049204,Explosives,Sprengstoffe,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049205,Pesticides,Pestizide,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049208,AgriculturalMedicines,Agrar-Medikamente,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049209,PerformanceEnhancers,Leistungssteigerer,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049210,BasicMedicines,Allgemeine Medikamente,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049212,BasicNarcotics,Drogen,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Established generic label; neither source locally corroborated.
128049213,Tobacco,Tabak,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Explicit open-source name; sources agree where both exist. No exact local corroboration.
128049214,Beer,Bier,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049215,Wine,Wein,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049216,Liquor,Spirituosen,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049217,PowerGenerators,Stromerzeuger,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049218,WaterPurifiers,Wasserreiniger,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049220,HeliostaticFurnaces,Mikrobielle Öfen,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049221,MineralExtractors,Mineralextraktoren,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049222,CropHarvesters,Erntemaschinen,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049223,MarineSupplies,Maritimausstattung,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049225,ComputerComponents,Computerteile,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049226,HazardousEnvironmentSuits,Schutzanzüge,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049227,Robotics,Roboter,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049228,AutoFabricators,Fabrikatoren,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049229,AnimalMonitors,Tierüberwachung,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049230,AquaponicSystems,Aquaponiksysteme,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049231,AdvancedCatalysers,Fortschr. Katalysatoren,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049232,TerrainEnrichmentSystems,Landanreicherungssysteme,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049233,PersonalWeapons,Persönliche Waffen,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Explicit open-source name; sources agree where both exist. No exact local corroboration.
128049234,BattleWeapons,Kriegswaffen,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Explicit open-source name; sources agree where both exist. No exact local corroboration.
128049235,ReactiveArmour,Reaktivrüstung,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049236,NonLethalWeapons,Nichttödliche Waffen,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049238,DomesticAppliances,Haushaltsgeräte,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049240,ConsumerTechnology,Unterhaltungselektronik,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049241,Clothing,Kleidung,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049243,Slaves,Sklaven,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Explicit open-source name; sources agree where both exist. No exact local corroboration.
128049244,Biowaste,Biomüll,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049245,ToxicWaste,Giftmüll,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Explicit open-source name; sources agree where both exist. No exact local corroboration.
128049246,ChemicalWaste,Chemiemüll,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049248,Scrap,Schrott,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049669,ProgenitorCells,Vorläuferzellen,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049670,CombatStabilisers,Kampfstabilisatoren,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Explicit open-source name; sources agree where both exist. No exact local corroboration.
128049671,ResonatingSeparators,Resonanzabgrenzer,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128049672,BioReducingLichen,Bioreduzierende Flechten,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128064028,AtmosphericExtractors,Atmosphärenprozessoren,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128066403,Drones,Drohne,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Explicit open-source name; sources agree where both exist. No exact local corroboration.
128666746,EraninPearlWhisky,Eranin Perl Whisky,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Retain German commodity designation rather than English alternative.
128666747,LavianBrandy,Lave-Brandy,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128666752,USSCargoBlackBox,Blackbox,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Reviewed community alternative: prefer German compound spelling / terminology; no exact local corroboration.
128666754,USSCargoTradeData,Handelsdaten,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Explicit open-source name; sources agree where both exist. No exact local corroboration.
128666755,USSCargoMilitaryPlans,Militärpläne,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Explicit open-source name; sources agree where both exist. No exact local corroboration.
128666756,USSCargoAncientArtefact,Uraltes Artefakt,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Explicit open-source name; sources agree where both exist. No exact local corroboration.
128666757,USSCargoRareArtwork,Seltene Kunstgegenstände,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128666758,USSCargoExperimentalChemicals,Experimentelle Chemikalien,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Explicit open-source name; sources agree where both exist. No exact local corroboration.
128666759,USSCargoRebelTransmissions,Rebellenübertragungen,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Reviewed community alternative: prefer German compound spelling / terminology; no exact local corroboration.
128666760,USSCargoPrototypeTech,Prototyp-Technologien,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Reviewed community alternative: prefer German compound spelling / terminology; no exact local corroboration.
128666761,USSCargoTechnicalBlueprints,Technische Baupläne,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Reviewed community alternative: prefer German compound spelling / terminology; no exact local corroboration.
128667019,HIP10175BushMeat,Wildfleisch von HIP 10175,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667020,AlbinoQuechuaMammoth,Albinomammut-Fleisch,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667021,UtgaroarMillenialEggs,Utgaroar-Milleniumeier,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667022,WitchhaulKobeBeef,Witchhaul Kobe-Rindfleisch,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667023,KarsukiLocusts,Karsuki-Heuschrecke,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667024,GiantIrukamaSnails,Irukama-Riesenschnecken,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667025,BaltahSineVacuumKrill,Vakuumkrill von Baltah'sine,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667026,CetiRabbits,Ceti-Kaninchen,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667027,KachiriginLeaches,Kachirigin-Filter-Egel,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667028,LyraeWeed,Lyrae Weed,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Reviewed community alternative: prefer German compound spelling / terminology; no exact local corroboration.
128667029,OnionHead,Onionhead,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Explicit open-source name; sources agree where both exist. No exact local corroboration.
128667030,TarachTorSpice,Tarach Gewürz,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Retain German Gewürz designation.
128667031,Wolf1301Fesh,Wolf Fesh,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Explicit open-source name; sources agree where both exist. No exact local corroboration.
128667032,BorasetaniPathogenetics,Borasetani-Pathogenetika,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Reviewed community alternative: prefer German compound spelling / terminology; no exact local corroboration.
128667033,HIP118311Swarm,HIP 118311 Swarm,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Reviewed community alternative: prefer German compound spelling / terminology; no exact local corroboration.
128667034,KonggaAle,Kongga Ale,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667035,WuthieloKuFroth,Wuthielo Ku Froth,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667036,AlacarakmoSkinArt,Alacarakmo-Hautinlays,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667037,EleuThermals,Eleu-Thermotextilien,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667038,EshuUmbrellas,Eshu-Regenschirme,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667039,KaretiiCouture,Karetii Couture,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667040,NjangariSaddles,Njangari-Sättel,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667041,AnyNaCoffee,Any Na Coffee,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667042,CD75CatCoffee,CD-75 Kitten Brand Coffee,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667043,GomanYauponCoffee,Goman Yaupon Coffee,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667044,VolkhabBeeDrones,Volkhab-Bienendrohnen,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667045,KinagoInstruments,Kinago-Geigen,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667046,NgunaModernAntiques,Nguna Moderne Antiquitäten,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667047,RajukruStoves,Rajukru-Universalöfen,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667048,TiolceWaste2PasteUnits,Müll-zu-Paste-Einheiten,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667049,ChiEridaniMarinePaste,Chi-Eridani-Meerespaste,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667050,EsusekuCaviar,Esuseku-Kaviar,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
